"Primary ISBN10","Primary ISBN13",Title,Author
161262927X,9781612629278,"THE SEVEN DEADLY SINS, VOL. 4","Nakaba Suzuki"
1612629318,9781612629315,"THE SEVEN DEADLY SINS, VOL. 6","Nakaba Suzuki"
1421541793,9781421541792,"THE STORY OF SAIUNKOKU, VOL. 6","Sai Yukino"
1421541807,9781421541808,"THE STORY OF SAIUNKOKU, VOL. 7","Sai Yukino"
1569702381,9781569702383,"THE TYRANT FALLS IN LOVE, VOL. 6","Hinako Takanaga"
1935429949,9781935429944,"THE WALLFLOWER, VOL. 27","Tomoko Hayakawa"
161262118X,9781612621180,"THE WALLFLOWER, VOL. 28","Tomoko Hayakawa"
0062008366,9780062008367,"THE WARRIORS: SKYCLAN AND THE STRANGER, VOL. 1","Erin Hunter and James Barry"
1421531739,9781421531731,"THE YU-GI-OH! GX 4, VOL. 4","Naoyuki Kageyama and Kazuki Takahashi"
142154346X,9781421543468,"THREE WOLVES MOUNTAIN, VOL. 1","Bohra Naouo"
1421555611,9781421555614,"TIGER AND BUNNY, VOL. 1","Masafumi Nishida and Mizuki Sakakibara"
142155562X,9781421555621,"TIGER AND BUNNY. VOL. 2","Masafumi Nishida and Mizuki Sakakibara"
1421571676,9781421571676,"TIME KILLERS: KAZUE KATO SHORT STORY COLLECTION","Kazue Kato"
1935429884,9781935429883,"TOKYO MEW MEW, OMNIBUS VOL. 2","Reiko Yoshida"
161262023X,9781612620237,"TOKYO MEW MEW, OMNIBUS VOL. 3","Reiko Yoshida and Mia Ikumi"
1937867722,9781937867720,"TORADORA!, VOL. 6","Yuyuko Takemiya and Zekkyo"
1934876607,9781934876602,"TORADORA, VOL. 2","Yuyuko Takemiya"
1935934171,9781935934172,"TORADORA, VOL. 4","Yuyuko Takemiya"
0316229385,9780316229388,"TRIAGE X, VOL. 2","Shouji Sato"
1427817960,9781427817969,"TRINITY BLOOD, VOL. 12","Kyujyo Kiyo"
0345508092,9780345508096,"TSUBASA 21 (RESERVOIR CHRONICLE)",Clamp
034552070X,9780345520708,"TSUBASA, VOL. 26",Clamp
292154864X,9782921548649,"TSUBASA, Vol. 1","Natsuki Takaya"
0345510380,9780345510389,"TSUBASA: RESERVOIR CHRONICLE, VOL. 22",Clamp
0345512308,9780345512307,"TSUBASA: RESERVOIR CHRONICLE, VOL. 23",Clamp
0345517156,9780345517159,"TSUBASA: RESERVOIR CHRONICLE, VOL. 24",Clamp
0345517164,9780345517166,"TSUBASA: RESERVOIR CHRONICLE, VOL. 25",Clamp
0345521641,9780345521644,"TSUBASA: RESERVOIR CHRONICLE, VOL. 28",Clamp
0345520718,9780345520715,"TSUBASA: RESEVOIR CHRONICLE, VOL. 27",Clamp
1935654330,9781935654339,"TWIN SPICA, VOL. 11","Kou Yaginuma"
None,9781935654346,"TWIN SPICA, VOL. 12","Kou Yaginuma"
1421538415,9781421538419,"ULTIMO, VOL. 3","Hiroyuki Takei and Stan Lee"
1421541211,9781421541211,"ULTIMO, VOL. 6","Hiroyuki Takei"
142155884X,9781421558844,"ULTIMO, VOL. 9","Hiroyuki Takei"
0316229504,9780316229500,"UMINEKO: WHEN THEY CRY — LEGEND OF THE GOLDEN WITCH, VOL. 2","Ryukishi07 and Kei Natsumi"
1616554126,9781616554125,"UNOFFICIAL HATSUNE MIX",KEI
0316224286,9780316224284,"UNTIL DEATH DO US PART, VOL. 4","Hiroshi Takashige and Double-S"
1935429906,9781935429906,"UNTIL THE FULL MOON, VOL. 5","Sanami Matoh"
1612629334,9781612629339,"UQ HOLDER, VOL. 1","Ken Akamatsu"
1612629350,9781612629353,"UQ HOLDER, VOL. 2","Ken Akamatsu"
1612629377,9781612629377,"UQ HOLDER, VOL. 3","Ken Akamatsu"
1421522829,9781421522821,"VAGABOND, VOL. 8 (VIZBIG EDITION)","Takehiko Inoue"
1935934066,9781935934066,"VAMPIRE CHEERLEADERS, VOL. 2","Adam Arnold and others"
1935934740,9781935934745,"VAMPIRE CHEERLEADERS/PARANORMAL MYSTERY SQUAD MONSTER MASH COLLECTION","Adam Arnold, Shiei and Comipa"
0061340839,9780061340833,"VAMPIRE KISSES VOL. 3, BLOOD RELATIVES","Ellen Schreiber, Elisa Kwon and  Rem"
0062026720,9780062026729,"VAMPIRE KISSES: GRAVEYARD GAMES, VOL. 1","Ellen Schreiber"
1421508222,9781421508221,"VAMPIRE KNIGHT, VOL. 1","Matsuri Hino"
1421535696,9781421535692,"VAMPIRE KNIGHT, VOL. 10","Matsuri Hino"
1421537907,9781421537900,"VAMPIRE KNIGHT, VOL. 11","Matsuri Hino"
1421539381,9781421539386,"VAMPIRE KNIGHT, VOL. 12","Matsuri Hino"
1421540819,9781421540818,"VAMPIRE KNIGHT, VOL. 13","Matsuri Hino"
1421542188,9781421542188,"VAMPIRE KNIGHT, VOL. 14","Matsuri Hino"
1421549476,9781421549477,"VAMPIRE KNIGHT, VOL. 15","Matsuri Hino"
1421551543,9781421551548,"VAMPIRE KNIGHT, VOL. 16","Matsuri Hino"
1421557010,9781421557014,"VAMPIRE KNIGHT, VOL. 17","Matsuri Hino"
1421564335,9781421564333,"VAMPIRE KNIGHT, VOL. 18","Matsuri Hino"
1421576058,9781421576053,"VAMPIRE KNIGHT, VOL. 19","Matsuri Hino"
142152676X,9781421526768,"VAMPIRE KNIGHT, VOL. 7","Matsuri Hino"
1421530732,9781421530734,"VAMPIRE KNIGHT, VOL. 8","Matsuri Hino"
1421531720,9781421531724,"VAMPIRE KNIGHT, VOL. 9","Matsuri Hino"
0345485904,9780345485908,"VAMPIRE NIGHT, Vol. 6","Matsuri Hino"
1605663689,9781605663685,"WARCRAFT: LEGENDS, Vol. 3",various
0062008374,9780062008374,"WARRIORS: BEYOND THE CODE, VOL. 2","Erin Hunter"
0061688665,9780061688669,"WARRIORS: CLAN IN NEED","Erin Hunter and James Barry"
0061688665,9780061688669,"WARRIORS: RAVENPAW'S PATH, VOL. 1","Erin Hunter and James Barry"
0061688673,9780061688676,"WARRIORS: RAVENPAW’S PATH, VOL. 3","Erin Hunter and James Barry"
"","","WARRIROS: TIGERSTAR AND SASHA, VOL. 3","Erin Hunter and Don Hudson"
1421530376,9781421530376,"WILD ONES, VOL. 8","Kiyo Fujiwara"
031611989X,9780316119894,"WITCH AND WIZARD, VOL. 1","James Patterson and Svetlana Chmakova"
1935934732,9781935934738,"WITCH HUNTER, VOL. 1-2","Jung-Man Cho"
031640165X,9780316401654,"WOLF CHILDREN: AME AND YUKI","Mamoru Hosoda and Yu"
1427818576,9781427818577,"WORLD OF WARCRAFT: SHAMAN","Paul Benjamin and Rocio Zucchio"
1421577674,9781421577678,"WORLD TRIGGER, VOL. 4","Daisuke Ashihara"
1421540428,9781421540429,"X 3-IN-1, VOL. 2",Clamp
1612625843,9781612625843,"XXXHOLIC REI, VOL. 2",Clamp
1591583322,9781591583325,"XXXHOLIC Vol. 13",Clamp
0345518438,9780345518439,"XXXHOLIC, VOL. 14",Clamp
0345521129,9780345521125,"XXXHOLIC, VOL. 15",Clamp
0345524128,9780345524126,"XXXHOLIC, VOL. 16",Clamp
0345530713,9780345530714,"XXXHOLIC, VOL. 17",Clamp
0345530721,9780345530721,"XXXHOLIC, VOL. 18",Clamp
0345531264,9780345531261,"XXXHOLIC, VOL. 19",Clamp
0316126799,9780316126793,"YOTSUBA AND &!, VOL. 9","Kiyohiko Azuma"
0316190330,9780316190336,"YOTSUBA&!, VOL. 10","Kiyohiko Azuma"
0316225398,9780316225397,"YOTSUBA&!, VOL. 11","Kiyohiko Azuma"
0316322326,9780316322324,"YOTSUBA&!, VOL. 12","Kiyohiko Azuma"
0316073245,9780316073240,"YOTSUBA&!, VOL. 6","Kiyohiko Azuma"
031607327X,9780316073271,"YOTSUBA&!, VOL. 8","Kiyohiko Azuma"
0316073253,9780316073257,"YOTSUBA&!, VOL.7","Kiyohiko Azuma"
None,9781935934868,"YOUNG MISS HOLMES, CASEBOOK 1-2","Kaoru Shintani"
1421540886,9781421540887,"YU-GI-OH 5D'S, VOL. 2","Masahiro Hikokubo"
1421552418,9781421552415,"YU-GI-OH 5D'S, VOL. 4","Masahiro Hikokubo"
1421558882,9781421558882,"YU-GI-OH 5D'S, VOL. 5","Masahiro Hikokubo and Masashi Sato"
1421539969,9781421539966,"YU-GI-OH GX, VOL. 8","Naoyuki Kageyama"
1421539632,9781421539638,"YU-GI-OH! 5D'S, VOL. 1","Masahiro Hikokubo"
1421542641,9781421542645,"YU-GI-OH! 5D'S, VOL. 3","Masahiro Hikokubo"
1421569191,9781421569192,"YU-GI-OH! 5D'S, VOL. 6","Masahiro Hikokubo and Masashi Sato"
1421576848,9781421576848,"YU-GI-OH! 5D'S, VOL. 7","Masahiro Hikokubo and Masashi Sato"
142153472X,9781421534725,"YU-GI-OH! GX, VOL. 5","Kazuki Takahashi and Naoyuki Kageyama"
1421537826,9781421537825,"YU-GI-OH! GX, VOL. 6","Naoyuki Kageyama"
142153925X,9781421539256,"YU-GI-OH! GX, VOL. 7","Naoyuki Kageyama"
1421542129,9781421542126,"YU-GI-OH! GX, VOL. 9","Naoyuki Kageyama"
1421530066,9781421530062,"YU-GI-OH! R, VOL. 1","Kazuki Takahashi and Akira Ito"
1421530074,9781421530079,"YU-GI-OH! R, VOL. 2","Akira Ito and Kazuki Takahashi"
1421530082,9781421530086,"YU-GI-OH! R, VOL. 3","Kazuki Takahashi and Akira Ito"
1421530090,9781421530093,"YU-GI-OH! R, VOL. 4","Kazuki Takahashi and Akira Ito"
1421530104,9781421530109,"YU-GI-OH! R, VOL. 5","Akira Ito"
1421549026,9781421549026,"YU-GI-OH! ZEXAL, VOL. 1","Kazuki Takahashi, Shin Yoshida and Naohito Miyoshi"
1421549808,9781421549804,"YU-GI-OH! ZEXAL, VOL. 2","Kazuki Takahashi"
1421553724,9781421553726,"YU-GI-OH! ZEXAL, VOL. 3","Shin Yoshida and Naohito Miyoshi"
1421561077,9781421561073,"YU-GI-OH! ZEXAL, VOL. 4","Shin Yoshida and Naohito Miyoshi"
1421569183,9781421569185,"YU-GI-OH! ZEXAL, VOL. 5","Shin Yoshida and Naohito Miyoshi"
1421513781,9781421513782,"YU-GI-OH!, VOL. 3","Kazuki Takahashi and Naoyuki Kageyama"
